Title: The Mystery of the Cosmic Diffuse Ultraviolet Background Radiation 
Authors: Henry R.C., Murthy J., Overduin J., Tyler J.
Table: The Two Dynamics Explorer FUV Scans (Fix, Craven & Frank 1989)
================================================================================
Byte-by-byte Description of file: apj504185t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units              Label  Explanations
--------------------------------------------------------------------------------
       1 I1     ---                Scan   Scan number
   3-  6 I4     ---                Num    Source number
   8- 13 F6.2   deg                GLON   Galactic longitude
  15- 20 F6.2   deg                GLAT   Galactic latitude
  22- 26 I5     ph/cm/s/sr/0.1nm   Flux   Observed photon flux (1)
  28- 31 I4     ph/cm/s/sr/0.1nm e_Flux   Uncertainty in Flu (1)
--------------------------------------------------------------------------------
Note (1): In "Photon Units" which is photons cm^-2^ s^-1^ sr^-1^ Angstrom^-1^.
--------------------------------------------------------------------------------
2  804 100.03  -5.84  7288  680 
2  805 100.28  -5.44  5693  616 
2  806 100.40  -5.24  8146  699 
2  807 100.52  -5.05  8320  714 
2  808 103.46  -0.31  8747  714 
2  809 103.58  -0.11  8210  699 
2  810 103.70   0.08  7980  703 
2  811 103.82   0.29  6740  669 
2  812 103.94   0.48  5163  609 
2  813 104.06   0.68  4888  597 
2  814 104.19   0.87  5326  605 
2  815 104.31   1.07  4064  552 
2  816 104.43   1.28  4332  571 
2  817 104.55   1.47  5262  688 
2  818 104.68   1.67  4759  590 
2  819 104.80   1.86  4468  575 
2  820 104.92   2.06  4434  567 
2  821 105.04   2.26  4937  605 
2  822 105.17   2.46  4268  571 
2  823 105.29   2.65  4419  571 
2  824 105.41   2.85  3428  529 
2  825 105.53   3.04  4838  586 
2  826 105.65   3.25  6150  635 
2  827 105.77   3.45  6328  658 
2  828 105.90   3.64  5099  605 
2  829 106.02   3.83  4842  620 
2  830 106.14   4.03  4793  590 
2  831 106.27   4.23  6290  635 
2  832 107.00   5.42  5666  616 
2  833 107.12   5.61  6010  635 
2  834 107.24   5.81  6789  665 
2  835 107.37   6.00  7277  699 
2  836 107.49   6.21  5220  665 
2  837 107.62   6.40  4615  586 
2  838 107.74   6.60  6048  639 
2  839 107.86   6.79  6003  624 
2  840 107.99   6.99  6169  643 
2  841 108.11   7.19  4498  578 
2  842 108.24   7.39  4445  609 
2  843 108.36   7.58  3614  556 
2  844 108.48   7.78  7874  696 
2  845 108.60   7.97  6468  654 
2  846 108.73   8.17  6600  650 
2  847 108.86   8.37  7337  677 
2  848 108.98   8.57  6657  654 
2  849 109.10   8.76  5322  616 
2  850 109.23   8.95  4562  578 
2  851 109.36   9.16  6056  643 
2  852 109.48   9.35  4445  578 
2  853 109.61   9.55  5186  609 
2  854 109.73   9.74  4959  597 
2  855 109.86   9.94  4438  575 
2  856 109.98  10.14  4906  680 
2  857 110.11  10.33  4003  563 
2  858 110.23  10.53  4710  582 
2  859 110.62  11.12  3958  556 
2  860 110.74  11.31  5050  593 
2  861 110.87  11.51  4064  563 
2  862 110.99  11.70  4906  612 
2  863 111.12  11.90  3984  559 
2  864 111.25  12.10  3281  522 
2  865 111.38  12.29  2873  525 
2  866 111.51  12.49  3595  537 
2  867 111.63  12.68  2310  488 
2  868 111.76  12.87  3572  544 
2  869 111.89  13.07  2007  476 
2  870 112.02  13.27  3553  537 
2  871 112.15  13.46  2998  514 
2  872 112.28  13.66  1675  465 
2  873 112.41  13.85  1973  473 
2  874 112.53  14.04  2778  624 
2  875 112.67  14.25  1867  473 
2  876 112.80  14.44  1300  438 
2  877 112.93  14.63  2260  480 
2  878 113.05  14.83  1092  438 
2  879 113.18  15.02  1898  476 
2  880 113.32  15.22   866  420 
2  881 113.45  15.41  1077  431 
2  882 113.58  15.60  2011  484 
2  883 113.71  15.80  2449  499 
2  884 113.84  15.99  1493  450 
2  885 113.98  16.19  1992  469 
2  886 114.11  16.38  2000  480 
2  887 114.24  16.58  1486  446 
2  888 114.37  16.77  1013  442 
2  889 114.51  16.96  1138  438 
2  890 114.64  17.16   820  408 
2  891 114.78  17.35  1210  435 
2  892 114.91  17.55  1554  454 
2  893 115.04  17.74   631  420 
2  894 115.18  17.93  1879  473 
2  895 115.31  18.12  1531  450 
2  896 115.45  18.32   567  401 
2  897 115.59  18.51   132  374 
2  898 115.72  18.71  1561  450 
2  899 115.85  18.90  1028  431 
2  900 115.99  19.09   767  423 
2  901 116.13  19.29   726  408 
2  902 116.27  19.48   843  420 
2  903 116.41  19.67   983  438 
2  904 116.54  19.86   522  408 
2  905 116.68  20.05  1157  442 
2  906 116.82  20.24  1569  446 
2  907 116.96  20.44   786  408 
2  908 117.10  20.63   699  404 
2  909 117.24  20.82  1633  457 
2  910 117.38  21.01   839  412 
2  911 117.51  21.20  1361  457 
2  912 117.94  21.78  1349  438 
2  913 118.08  21.97  1387  446 
2  914 118.22  22.16   760  408 
2  915 118.36  22.35   975  427 
2  916 118.51  22.54  1024  423 
2  917 118.65  22.73  1308  491 
2  918 118.80  22.93  1493  454 
2  919 118.94  23.12   688  404 
2  920 119.09  23.30   764  457 
2  921 119.23  23.49   733  412 
2  922 119.38  23.68  1516  454 
2  923 119.52  23.87  1501  465 
2  924 119.67  24.06  1565  454 
2  925 119.81  24.25   847  427 
2  926 119.96  24.44  1429  446 
2  927 120.11  24.63   597  389 
2  928 120.26  24.82   990  427 
2  929 120.55  25.19   692  427 
2  930 120.70  25.38   945  416 
2  931 120.86  25.57   733  412 
2  932 121.01  25.76   389  397 
2  933 121.16  25.95  1066  423 
2  934 121.31  26.13   457  420 
2  935 121.47  26.32  1557  465 
2  936 121.78  26.69  1176  442 
2  937 121.94  26.88   782  404 
2  938 122.10  27.07  1225  457 
2  939 122.25  27.26  1198  438 
2  940 122.42  27.46  1002  416 
2  941 122.58  27.65  1493  461 
2  942 122.72  27.83   767  404 
2  943 122.86  28.02  1032  423 
2  944 123.01  28.20  1036  435 
2  945 123.16  28.39   971  442 
2  946 123.31  28.57  1376  442 
2  947 123.47  28.76  1096  427 
2  948 123.63  28.94  1629  457 
2  949 124.27  29.68   745  416 
2  950 124.43  29.87   378  374 
2  951 124.60  30.05   692  401 
2  952 124.76  30.24   344  389 
2  953 124.92  30.42   495  389 
2  954 125.09  30.61   900  408 
2  955 125.25  30.79  1270  431 
2  956 125.42  30.97  1542  454 
2  957 125.58  31.16  1527  450 
2  958 125.75  31.34   559  397 
2  959 125.92  31.52  1055  450 
2  960 126.09  31.70   745  435 
2  961 126.25  31.88  1565  469 
2  962 126.42  32.06   688  404 
2  963 126.59  32.24   941  423 
2  964 126.77  32.43   937  412 
2  965 126.94  32.61   673  412 
2  966 127.11  32.79   964  427 
2  967 127.28  32.97   745  420 
2  968 127.46  33.15   885  412 
2  969 127.63  33.33   794  420 
2  970 127.81  33.51  1244  431 
2  971 127.99  33.70   197  378 
2  972 128.16  33.88  1032  431 
2  973 128.34  34.05  1493  454 
2  974 128.52  34.23   979  423 
2  975 128.70  34.41   514  408 
2  976 128.87  34.59   813  420 
2  977 129.06  34.77   265  374 
2  978 129.24  34.95   696  412 
2  979 129.42  35.12   941  423 
2  980 129.60  35.30   129  367 
2  981 129.79  35.48   435  397 
2  982 129.97  35.65  1315  450 
2  983 130.35  36.01   567  393 
2  984 130.53  36.18   775  401 
2  985 130.72  36.36   779  401 
2  986 130.90  36.53   756  412 
2  987 131.10  36.71   654  427 
2  988 131.29  36.89  1013  423 
2  989 131.48  37.06   178  382 
2  990 131.67  37.23   696  408 
2  991 131.86  37.41   544  397 
2  992 132.06  37.58  1349  469 
2  993 132.26  37.76  1100  427 
2  994 132.45  37.93   824  408 
2  995 132.65  38.10  1013  431 
2  996 132.84  38.27   454  404 
2  997 133.04  38.44   178  382 
2  998 133.25  38.62   427  393 
2  999 133.45  38.79    98  374 
2 1000 133.65  38.96   635  393 
2 1001 133.85  39.13   265  382 
2 1002 134.05  39.30   280  378 
2 1003 134.26  39.47  1232  438 
2 1004 134.46  39.64   881  427 
2 1005 134.67  39.81  1629  465 
2 1006 135.08  40.14  1308  442 
2 1007 135.30  40.32   692  412 
2 1008 135.50  40.48   680  420 
2 1009 135.72  40.65  1270  454 
2 1010 135.93  40.81  2230  495 
2 1011 136.14  40.98  1361  454 
2 1012 136.35  41.14   318  386 
2 1013 136.58  41.31   336  389 
2 1014 136.79  41.48   529  386 
2 1015 137.01  41.64   473  397 
2 1016 137.23  41.80   110  367 
2 1017 137.44  41.97   646  408 
2 1018 137.67  42.14   556  408 
2 1019 137.89  42.30   378  420 
2 1020 138.11  42.46   314  423 
2 1021 138.34  42.62   420  401 
2 1022 138.56  42.78   491  401 
2 1023 138.80  42.95   839  420 
2 1024 139.03  43.11   703  416 
2 1025 139.25  43.27   885  412 
2 1026 139.48  43.43  1746  473 
2 1027 139.71  43.58   219  397 
2 1028 139.95  43.75   911  435 
2 1029 140.19  43.91   892  469 
2 1030 140.42  44.06  1535  450 
2 1031 140.66  44.22   903  438 
2 1032 140.89  44.38  1070  420 
2 1033 141.14  44.54  1618  454 
2 1034 141.38  44.69   881  431 
2 1035 141.62  44.85   756  412 
2 1036 141.86  45.00   420  397 
2 1037 142.36  45.31   401  382 
2 1038 142.60  45.47   673  408 
2 1039 142.85  45.62   631  408 
2 1040 143.10  45.77   499  404 
2 1041 143.35  45.92   499  389 
2 1042 143.61  46.07   299  382 
2 1043 143.86  46.22   888  427 
2 1044 144.63  46.67  1773  461 
2 1045 144.90  46.82   438  393 
2 1046 145.16  46.97  1119  431 
2 1047 145.42  47.12   658  412 
2 1048 145.68  47.26   310  397 
2 1049 145.94  47.41   461  401 
2 1050 146.22  47.56   314  370 
2 1051 147.03  47.99   590  435 
2 1052 147.30  48.13  1134  435 
2 1053 147.58  48.27  1194  431 
2 1054 147.86  48.41   178  374 
2 1055 148.13  48.55   291  386 
2 1056 148.41  48.69   567  408 
2 1057 148.69  48.83   605  465 
2 1058 148.98  48.98   544  397 
2 1059 149.26  49.11   181  367 
2 1060 149.55  49.25   435  397 
2 1061 149.83  49.38   582  397 
2 1062 150.71  49.79   404  397 
2 1063 151.00  49.92   858  435 
2 1064 151.29  50.06   714  412 
2 1065 151.59  50.19   609  404 
2 1066 151.90  50.32   616  401 
2 1067 152.20  50.45   820  408 
2 1068 152.49  50.58   420  382 
2 1069 152.80  50.71  1021  427 
2 1070 153.10  50.84   824  416 
2 1071 153.42  50.97    49  370 
2 1072 153.72  51.10   495  389 
2 1073 154.03  51.22   714  412 
2 1074 154.34  51.35   518  427 
2 1075 154.65  51.47   597  401 
2 1076 154.98  51.59   427  397 
2 1077 155.29  51.72   170  397 
2 1078 155.61  51.84   911  420 
2 1079 155.93  51.95   465  401 
2 1080 156.25  52.08   420  401 
2 1081 156.59  52.20   903  427 
2 1082 156.91  52.32   129  408 
2 1083 157.56  52.55  1111  465 
2 1084 157.89  52.66  1247  446 
2 1085 158.56  52.90   937  435 
2 1086 159.23  53.12   340  382 
2 1087 159.57  53.23   665  412 
2 1088 159.93  53.34   692  423 
2 1089 160.27  53.45   454  389 
2 1090 160.61  53.55   325  382 
2 1091 160.95  53.66   896  416 
2 1092 161.30  53.76   234  393 
2 1093 161.66  53.87   631  412 
2 1094 162.01  53.97   325  382 
2 1095 162.72  54.18   389  389 
2 1096 163.07  54.28   767  420 
2 1097 163.44  54.38   696  401 
2 1098 163.80  54.48  1709  499 
2 1099 164.16  54.57   518  420 
2 1100 164.52  54.67   507  404 
2 1101 164.89  54.76  1021  442 
2 1102 165.26  54.86   438  404 
2 1103 165.63  54.95   204  374 
2 1104 166.00  55.05  1013  438 
2 1105 166.37  55.13   231  378 
2 1106 167.51  55.40   151  370 
2 1107 167.88  55.49   510  408 
2 1108 168.26  55.57   450  408 
2 1109 168.64  55.66   355  389 
2 1110 169.04  55.74  1024  457 
2 1111 169.42  55.82   389  408 
2 1112 170.19  55.98   488  397 
2 1113 170.58  56.05   556  423 
2 1114 170.99  56.13  1304  431 
2 1115 171.38  56.21   858  420 
2 1116 171.77  56.28   703  401 
2 1117 172.16  56.35   601  412 
2 1118 172.56  56.42   401  404 
2 1119 172.97  56.50   767  423 
2 1120 173.77  56.63   654  404 
2 1121 174.17  56.70   900  423 
2 1122 174.58  56.76   854  420 
2 1123 175.00  56.83   578  397 
2 1124 175.40  56.89    87  359 
2 1125 176.22  57.01   261  389 
2 1126 176.63  57.06   461  397 
2 1127 177.88  57.23  1229  435 
2 1128 178.30  57.28  1247  442 
2 1129 178.71  57.34   314  378 
2 1130 179.15  57.38   450  408 
2 1131 179.56  57.43   397  397 
2 1132 179.98  57.48   756  412 
2 1133 180.40  57.52    19  367 
2 1134 180.82  57.57   764  435 
2 1135 181.69  57.65   756  420 
2 1136 182.11  57.69   136  374 
2 1137 182.53  57.73   779  404 
2 1138 182.96  57.77   627  397 
2 1139 183.40  57.81  1077  431 
2 1140 183.83  57.83   344  386 
2 1141 184.26  57.87   374  386 
2 1142 184.69  57.90   627  401 
2 1143 185.12  57.93   934  431 
2 1144 185.57  57.96   299  382 
2 1145 186.43  58.01   374  386 
2 1146 186.86  58.03   473  393 
2 1147 187.29  58.06   730  404 
2 1148 187.75  58.07   461  401 
2 1149 188.61  58.12   454  389 
2 1150 189.05  58.13  1142  450 
2 1151 189.48  58.14   669  404 
2 1152 189.94  58.16   597  404 
2 1153 190.81  58.18   420  389 
2 1154 192.57  58.20   907  420 
2 1155 193.01  58.20   299  378 
2 1156 193.45  58.20   869  412 
2 1157 193.88  58.21   386  389 
2 1158 194.34  58.21   994  431 
2 1159 194.77  58.20   737  412 
2 1160 195.21  58.20   476  393 
2 1161 195.65  58.19  1659  484 
2 1162 196.08  58.18   786  423 
2 1163 196.54  58.17  1017  435 
2 1164 196.97  58.16  1085  435 
2 1165 197.41  58.14   151  386 
2 1166 197.84  58.13   499  393 
2 1167 198.28  58.12   329  404 
2 1168 198.73  58.10   627  389 
2 1169 199.16  58.08   919  416 
2 1170 199.60  58.06   495  404 
2 1171 200.03  58.04   295  389 
2 1172 200.46  58.01   420  397 
2 1173 200.91  57.99   378  374 
2 1174 201.34  57.97   427  397 
2 1175 201.78  57.94   272  374 
2 1176 202.20  57.91   567  397 
2 1177 202.63  57.88  1153  450 
2 1178 203.08  57.85  1013  465 
2 1179 203.51  57.81   953  423 
2 1180 203.93  57.78   261  389 
2 1181 204.36  57.74   427  386 
2 1182 204.79  57.71   639  412 
2 1183 205.23  57.66  1482  450 
2 1184 205.65  57.62  1421  446 
2 1185 206.07  57.58   163  374 
2 1186 206.50  57.54   140  382 
2 1187 206.91  57.49  1191  431 
2 1188 207.35  57.45   412  401 
2 1189 207.77  57.40   677  408 
2 1190 208.18  57.34   212  370 
2 1191 208.60  57.30   336  393 
2 1192 209.02  57.25   654  404 
2 1193 209.45  57.19   790  416 
2 1194 209.86  57.13   363  397 
2 1195 210.27  57.08  1089  533 
2 1196 210.68  57.03   730  408 
2 1197 211.09  56.97   578  389 
2 1198 211.51  56.90   627  412 
2 1199 211.92  56.84   730  420 
2 1200 213.12  56.65   696  412 
2 1201 213.55  56.58   662  404 
2 1202 215.13  56.30   809  435 
2 1203 215.93  56.15   816  427 
2 1204 216.32  56.08   930  427 
2 1205 216.71  56.00   367  386 
2 1206 217.10  55.93   835  416 
2 1207 217.50  55.84   416  397 
2 1208 217.88  55.76  1758  473 
2 1209 218.27  55.68   593  404 
2 1210 218.65  55.60  1002  416 
2 1211 219.02  55.51   605  404 
2 1212 219.42  55.42   488  401 
2 1213 219.79  55.34  1342  457 
2 1214 220.17  55.25   204  370 
2 1215 220.54  55.16   552  401 
2 1216 220.91  55.07   476  386 
2 1217 221.30  54.98   896  412 
2 1218 221.66  54.89  1569  457 
2 1219 222.03  54.79   854  416 
2 1220 222.75  54.61   707  408 
2 1221 223.13  54.51   329  397 
2 1222 223.49  54.40   427  389 
2 1223 223.84  54.31   102  397 
2 1224 224.20  54.21   919  438 
2 1225 224.56  54.11   427  401 
2 1226 224.92  54.00     4  363 
2 1227 225.27  53.90  1047  442 
2 1228 225.62  53.80   491  408 
2 1229 225.97  53.70   760  427 
2 1230 226.31  53.59  1179  431 
2 1231 226.67  53.47  1527  457 
2 1232 227.01  53.37   809  412 
2 1233 227.35  53.26   968  423 
2 1234 227.69  53.16   684  412 
2 1235 228.02  53.04   680  416 
2 1236 228.37  52.92   495  404 
2 1237 228.71  52.81   669  416 
2 1238 229.04  52.70   741  404 
2 1239 229.36  52.58   318  416 
2 1240 229.69  52.47   869  404 
2 1241 230.36  52.24  1172  465 
2 1242 230.67  52.11   937  431 
2 1243 231.00  51.99   261  382 
2 1244 231.32  51.88  1013  431 
2 1245 231.65  51.75  1149  438 
2 1246 231.96  51.63   756  420 
2 1247 232.27  51.51   903  420 
2 1248 232.59  51.38   541  389 
2 1249 232.91  51.26   760  408 
2 1250 233.22  51.13   696  412 
2 1251 233.83  50.88  1584  450 
2 1252 234.14  50.75  1251  450 
2 1253 234.45  50.62  1089  423 
2 1254 234.75  50.49   741  427 
2 1255 235.05  50.36   760  461 
2 1256 235.35  50.23   635  408 
2 1257 235.64  50.10  1058  431 
2 1258 235.94  49.96  1338  442 
2 1259 236.24  49.83   469  397 
2 1260 236.53  49.70   926  416 
2 1261 237.10  49.42  1232  442 
2 1262 237.40  49.28  1172  431 
2 1263 237.69  49.15   548  412 
2 1264 237.97  49.02   340  397 
2 1265 238.25  48.87   178  378 
2 1266 238.53  48.74  1372  450 
2 1267 238.82  48.59   333  404 
2 1268 239.10  48.46   885  427 
2 1269 239.37  48.32   563  401 
2 1270 239.64  48.17    11  367 
2 1271 239.91  48.03   631  408 
2 1272 240.20  47.88   336  389 
2 1273 240.47  47.74   873  420 
2 1274 240.73  47.59   525  412 
2 1275 241.00  47.45   582  404 
2 1276 241.26  47.31   881  423 
2 1277 241.54  47.16   620  401 
2 1278 241.79  47.01  1421  450 
2 1279 242.06  46.86   461  397 
2 1280 242.32  46.72   514  393 
2 1281 242.58  46.57   548  397 
2 1282 242.84  46.41  1625  457 
2 1283 243.09  46.27   567  393 
2 1284 243.35  46.12   805  408 
2 1285 243.60  45.97   578  401 
2 1286 243.84  45.81  1051  431 
2 1287 244.11  45.66  1013  423 
2 1288 244.36  45.51  1123  605 
